country,year,records
MWI,2016,15035
MWI,2017,18140
MWI,2018,18025
MWI,2019,15881
MWI,2020,10382
MWI,2021,11132
MWI,2022,24645
MWI,2023,33214
MWI,2024,42754
MWI,2025,8887
MYS,1960,10611
MYS,1961,17341
MYS,1962,17388
MYS,1963,24332
MYS,1964,16813
MYS,1965,12356
MYS,1966,15776
MYS,1967,14367
MYS,1968,17114
MYS,1969,15914
MYS,1970,17777
MYS,1971,10964
MYS,1972,10358
MYS,1973,8785
MYS,1974,10387
MYS,1975,15298
MYS,1976,11938
MYS,1977,12185
MYS,1978,13090
MYS,1979,9813
MYS,1980,11455
MYS,1981,12030
MYS,1982,14946
MYS,1983,19037
MYS,1984,25821
MYS,1985,15998
MYS,1986,17926
MYS,1987,22142
MYS,1988,15644
MYS,1989,21536
MYS,1990,16865
MYS,1991,14721
MYS,1992,17762
MYS,1993,17608
MYS,1994,26521
MYS,1995,21601
MYS,1996,17236
MYS,1997,20214
MYS,1998,12094
MYS,1999,16781
MYS,2000,18823
MYS,2001,16415
MYS,2002,16658
MYS,2003,20264
MYS,2004,20249
MYS,2005,34402
MYS,2006,30757
MYS,2007,32361
MYS,2008,51233
MYS,2009,65967
MYS,2010,74994
MYS,2011,84371
MYS,2012,118807
MYS,2013,84437
MYS,2014,125671
MYS,2015,201528
MYS,2016,129733
MYS,2017,171199
MYS,2018,472681
MYS,2019,265071
MYS,2020,147361
MYS,2021,118638
MYS,2022,314543
MYS,2023,466115
MYS,2024,595547
MYS,2025,96958
NAM,1960,1380
NAM,1961,2742
NAM,1962,3047
NAM,1963,9463
NAM,1964,1844
NAM,1965,4290
NAM,1966,3206
NAM,1967,1523
NAM,1968,3926
NAM,1969,3305
NAM,1970,5177
NAM,1971,2149
NAM,1972,8274
NAM,1973,6778
NAM,1974,10354
NAM,1975,10933
NAM,1976,5974
NAM,1977,4236
NAM,1978,3009
NAM,1979,3771
NAM,1980,9341
NAM,1981,1894
NAM,1982,1713
NAM,1983,4867
NAM,1984,5767
NAM,1985,3552
NAM,1986,4989
NAM,1987,2726
NAM,1988,6337
NAM,1989,5927
NAM,1990,4412
NAM,1991,4424
NAM,1992,17175
NAM,1993,4175
NAM,1994,1876
NAM,1995,6522
NAM,1996,29900
NAM,1997,16052
NAM,1998,9095
NAM,1999,7152
NAM,2000,6232
NAM,2001,7537
NAM,2002,7962
NAM,2003,6606
NAM,2004,7752
NAM,2005,52346
NAM,2006,27615
NAM,2007,90226
NAM,2008,29320
NAM,2009,26246
NAM,2010,20854
NAM,2011,21129
NAM,2012,76822
NAM,2013,61751
NAM,2014,109627
NAM,2015,155625
NAM,2016,125445
NAM,2017,147389
NAM,2018,171172
NAM,2019,204189
NAM,2020,87104
NAM,2021,162509
NAM,2022,232861
NAM,2023,295450
NAM,2024,243698
NAM,2025,113906
NER,1960,71
NER,1961,88
NER,1962,310
NER,1963,381
NER,1964,4300
NER,1965,29
NER,1966,2418
NER,1967,634
NER,1968,889
NER,1969,1551
NER,1970,2324
NER,1971,972
NER,1972,559
NER,1973,542
NER,1974,783
NER,1975,5077
NER,1976,6707
NER,1977,2434
NER,1978,369
NER,1979,886
NER,1980,2633
NER,1981,2817
NER,1982,1299
NER,1983,2375
NER,1984,1900
NER,1985,1885
NER,1986,1981
NER,1987,1328
NER,1988,3839
NER,1989,2841
NER,1990,745
NER,1991,7
NER,1992,237
NER,1993,48
NER,1994,83
NER,1995,720
NER,1996,77
NER,1997,286
NER,1998,2198
NER,1999,515
NER,2000,109
NER,2001,1790
NER,2002,688
NER,2003,5256
NER,2004,1139
NER,2005,820
NER,2006,893
NER,2007,1505
NER,2008,200
NER,2009,335
NER,2010,687
NER,2011,488
NER,2012,911
NER,2013,580
NER,2014,1023
NER,2015,1177
NER,2016,695
NER,2017,1628
NER,2018,1320
NER,2019,602
NER,2020,540
NER,2021,377
NER,2022,655
NER,2023,615
NER,2024,603
NER,2025,125
NGA,1960,2160
NGA,1961,1815
NGA,1962,3464
NGA,1963,31141
NGA,1964,17065
NGA,1965,4146
NGA,1966,9795
NGA,1967,4893
NGA,1968,4848
NGA,1969,2507
NGA,1970,3997
NGA,1971,8896
NGA,1972,5746
NGA,1973,8089
NGA,1974,3129
NGA,1975,2718
NGA,1976,6028
NGA,1977,9501
NGA,1978,6101
NGA,1979,3240
NGA,1980,3086
NGA,1981,4978
NGA,1982,2536
NGA,1983,2310
NGA,1984,1881
NGA,1985,1973
NGA,1986,1348
NGA,1987,782
NGA,1988,1366
NGA,1989,770
NGA,1990,1102
NGA,1991,1017
NGA,1992,2006
NGA,1993,1532
NGA,1994,1434
NGA,1995,2560
NGA,1996,1635
NGA,1997,652
NGA,1998,1376
NGA,1999,977
NGA,2000,822
NGA,2001,505
NGA,2002,1370
NGA,2003,1394
NGA,2004,2652
NGA,2005,4393
NGA,2006,4509
NGA,2007,4486
NGA,2008,2971
NGA,2009,2971
NGA,2010,5322
NGA,2011,4543
NGA,2012,8916
NGA,2013,6756
NGA,2014,29157
NGA,2015,5614
NGA,2016,41132
NGA,2017,62244
NGA,2018,116992
NGA,2019,106652
NGA,2020,107068
NGA,2021,144330
NGA,2022,89347
NGA,2023,69710
NGA,2024,65117
NGA,2025,30937
NIC,1960,449
NIC,1961,2035
NIC,1962,4001
NIC,1963,4364
NIC,1964,5890
NIC,1965,3540
NIC,1966,3692
NIC,1967,5011
NIC,1968,8349
NIC,1969,5667
NIC,1970,4782
NIC,1971,10491
NIC,1972,3917
NIC,1973,3638
NIC,1974,1508
NIC,1975,2827
NIC,1976,4120
NIC,1977,10660
NIC,1978,13237
NIC,1979,13189
NIC,1980,18310
NIC,1981,19261
NIC,1982,18640
NIC,1983,14053
NIC,1984,14174
NIC,1985,5243
NIC,1986,873
NIC,1987,1128
NIC,1988,14749
NIC,1989,6796
NIC,1990,4275
NIC,1991,9431
NIC,1992,1972
NIC,1993,6731
NIC,1994,6851
NIC,1995,5451
NIC,1996,6327
NIC,1997,6444
NIC,1998,10682
NIC,1999,11865
NIC,2000,15832
NIC,2001,20175
NIC,2002,41132
NIC,2003,15440
NIC,2004,11068
NIC,2005,22192
NIC,2006,9802
NIC,2007,17705
NIC,2008,18577
NIC,2009,16379
NIC,2010,17280
NIC,2011,94754
NIC,2012,35082
NIC,2013,39705
NIC,2014,39838
NIC,2015,56260
NIC,2016,93937
NIC,2017,94071
NIC,2018,72832
NIC,2019,90218
NIC,2020,174705
NIC,2021,230647
NIC,2022,277989
NIC,2023,298970
NIC,2024,230012
NIC,2025,8872
NLD,1960,57366
NLD,1961,63063
NLD,1962,63336
NLD,1963,193234
NLD,1964,70937
NLD,1965,72684
NLD,1966,76212
NLD,1967,97590
NLD,1968,77037
NLD,1969,74681
NLD,1970,76271
NLD,1971,80166
NLD,1972,111748
NLD,1973,90419
NLD,1974,136989
NLD,1975,187665
NLD,1976,329582
NLD,1977,501655
NLD,1978,538980
NLD,1979,452100
NLD,1980,541017
NLD,1981,458831
NLD,1982,389845
NLD,1983,435929
NLD,1984,622994
NLD,1985,436879
NLD,1986,452351
NLD,1987,395337
NLD,1988,412709
NLD,1989,462521
NLD,1990,498684
NLD,1991,669662
NLD,1992,665494
NLD,1993,636576
NLD,1994,694452
NLD,1995,616520
NLD,1996,604655
NLD,1997,620603
NLD,1998,562641
NLD,1999,672807
NLD,2000,681557
NLD,2001,632207
NLD,2002,737547
NLD,2003,702037
NLD,2004,730601
NLD,2005,860759
NLD,2006,1164190
NLD,2007,1442249
NLD,2008,1724281
NLD,2009,2224518
NLD,2010,2783645
NLD,2011,3036123
NLD,2012,3309229
NLD,2013,3638427
NLD,2014,4145817
NLD,2015,4455300
NLD,2016,4802161
NLD,2017,5285735
NLD,2018,5962020
NLD,2019,6732834
NLD,2020,8562406
NLD,2021,10453668
NLD,2022,10806992
NLD,2023,10749384
NLD,2024,11517077
NLD,2025,12330003
NOR,1960,56502
NOR,1961,51740
NOR,1962,52823
NOR,1963,60562
NOR,1964,59979
NOR,1965,73328
NOR,1966,78233
NOR,1967,103709
NOR,1968,117061
NOR,1969,123389
NOR,1970,133165
NOR,1971,134880
NOR,1972,123346
NOR,1973,146888
NOR,1974,200077
NOR,1975,176012
NOR,1976,168923
NOR,1977,156848
NOR,1978,177565
NOR,1979,177150
NOR,1980,198523
NOR,1981,214958
NOR,1982,223852
NOR,1983,215488
NOR,1984,227453
NOR,1985,230064
NOR,1986,264075
NOR,1987,235734
NOR,1988,237146
NOR,1989,219697
NOR,1990,255285
NOR,1991,204373
NOR,1992,250509
NOR,1993,305086
NOR,1994,298845
NOR,1995,289989
NOR,1996,343782
NOR,1997,366097
NOR,1998,328140
NOR,1999,481043
NOR,2000,468392
NOR,2001,429700
NOR,2002,506174
NOR,2003,528584
NOR,2004,492631
NOR,2005,517897
NOR,2006,559631
NOR,2007,579940
NOR,2008,969819
NOR,2009,1441962
NOR,2010,1679208
NOR,2011,1790313
NOR,2012,1885733
NOR,2013,2146037
NOR,2014,2237384
NOR,2015,2196233
NOR,2016,3903399
NOR,2017,4393825
NOR,2018,3423786
NOR,2019,2737741
NOR,2020,3396891
NOR,2021,3781366
NOR,2022,6255934
NOR,2023,7144182
NOR,2024,14655517
NOR,2025,11283771
NPL,1960,557
NPL,1961,1527
NPL,1962,1644
NPL,1963,3960
NPL,1964,1255
NPL,1965,1684
NPL,1966,2685
NPL,1967,4554
NPL,1968,2322
NPL,1969,2323
NPL,1970,1739
NPL,1971,4375
NPL,1972,6564
NPL,1973,7190
NPL,1974,7067
NPL,1975,3714
NPL,1976,2117
NPL,1977,4216
NPL,1978,3047
NPL,1979,6774
NPL,1980,4785
NPL,1981,7221
NPL,1982,7555
NPL,1983,12267
NPL,1984,13884
NPL,1985,12996
NPL,1986,4931
NPL,1987,5003
NPL,1988,5405
NPL,1989,10385
NPL,1990,4946
NPL,1991,8951
NPL,1992,6396
NPL,1993,8327
NPL,1994,9913
NPL,1995,11805
NPL,1996,7695
NPL,1997,7359
NPL,1998,12166
NPL,1999,10257
NPL,2000,7126
NPL,2001,11259
NPL,2002,5790
NPL,2003,4287
NPL,2004,8607
NPL,2005,6338
NPL,2006,7186
NPL,2007,8906
NPL,2008,11138
NPL,2009,10093
NPL,2010,10135
NPL,2011,18657
NPL,2012,19578
NPL,2013,25288
NPL,2014,34211
NPL,2015,26955
NPL,2016,53487
NPL,2017,45937
NPL,2018,56025
NPL,2019,84685
NPL,2020,124082
NPL,2021,120212
NPL,2022,204916
NPL,2023,258051
NPL,2024,398298
NPL,2025,14521
NZL,1960,22726
NZL,1961,34015
NZL,1962,52224
NZL,1963,43443
NZL,1964,48740
NZL,1965,50610
NZL,1966,59857
NZL,1967,52828
NZL,1968,57533
NZL,1969,64090
NZL,1970,91921
NZL,1971,74378
NZL,1972,75450
NZL,1973,91208
NZL,1974,74556
NZL,1975,78110
NZL,1976,108044
NZL,1977,75783
NZL,1978,74677
NZL,1979,89306
NZL,1980,92565
NZL,1981,109270
NZL,1982,143454
NZL,1983,182305
NZL,1984,282077
NZL,1985,243912
NZL,1986,122775
NZL,1987,82525
NZL,1988,51081
NZL,1989,54197
NZL,1990,81577
NZL,1991,56706
NZL,1992,84490
NZL,1993,119805
NZL,1994,75727
NZL,1995,81178
NZL,1996,97472
NZL,1997,105292
NZL,1998,136274
NZL,1999,111920
NZL,2000,110714
NZL,2001,113368
NZL,2002,137068
NZL,2003,126103
NZL,2004,116552
NZL,2005,130669
NZL,2006,106713
NZL,2007,213721
NZL,2008,155046
NZL,2009,165646
NZL,2010,378163
NZL,2011,158948
NZL,2012,215276
NZL,2013,401835
NZL,2014,748160
NZL,2015,383914
NZL,2016,764872
NZL,2017,349896
NZL,2018,498574
NZL,2019,872322
NZL,2020,1100122
NZL,2021,1268825
NZL,2022,1561864
NZL,2023,1643019
NZL,2024,1887292
NZL,2025,625732
OMN,1960,13
OMN,1961,9
OMN,1962,25
OMN,1963,504
OMN,1964,204
OMN,1965,1499
OMN,1966,64
OMN,1967,39
OMN,1968,89
OMN,1969,105
OMN,1970,186
OMN,1971,140
OMN,1972,2104
OMN,1973,114
OMN,1974,58
OMN,1975,321
OMN,1976,1274
OMN,1977,2739
OMN,1978,753
OMN,1979,1636
OMN,1980,719
OMN,1981,872
OMN,1982,1899
OMN,1983,445
OMN,1984,1522
OMN,1985,1861
OMN,1986,7909
OMN,1987,17190
OMN,1988,585
OMN,1989,2108
OMN,1990,609
OMN,1991,902
OMN,1992,1323
OMN,1993,2836
OMN,1994,3850
OMN,1995,15153
OMN,1996,658
OMN,1997,4000
OMN,1998,2227
OMN,1999,2127
OMN,2000,3400
OMN,2001,4509
OMN,2002,5325
OMN,2003,1925
OMN,2004,1695
OMN,2005,6007
OMN,2006,6037
OMN,2007,3994
OMN,2008,9008
OMN,2009,3607
OMN,2010,8646
OMN,2011,6398
OMN,2012,11142
OMN,2013,8845
OMN,2014,22258
OMN,2015,30254
OMN,2016,30087
OMN,2017,31999
OMN,2018,35583
OMN,2019,73800
OMN,2020,18184
OMN,2021,18783
OMN,2022,74601
OMN,2023,74933
OMN,2024,121987
OMN,2025,14188
PAK,1960,979
PAK,1961,1110
PAK,1962,1986
PAK,1963,3775
PAK,1964,4184
PAK,1965,6693
PAK,1966,1866
PAK,1967,1307
PAK,1968,826
PAK,1969,1300
PAK,1970,1440
PAK,1971,802
PAK,1972,1453
PAK,1973,1221
PAK,1974,2521
PAK,1975,7584
PAK,1976,13691
PAK,1977,11860
PAK,1978,9522
PAK,1979,4279
PAK,1980,456
PAK,1981,3213
PAK,1982,805
PAK,1983,1297
PAK,1984,1387
PAK,1985,1632
PAK,1986,2055
PAK,1987,1335
PAK,1988,1991
PAK,1989,4360
PAK,1990,5180
PAK,1991,5336
PAK,1992,4083
PAK,1993,4645
PAK,1994,7276
PAK,1995,3324
PAK,1996,991
PAK,1997,3348
PAK,1998,3284
PAK,1999,1621
PAK,2000,3415
PAK,2001,1327
PAK,2002,256
PAK,2003,2157
PAK,2004,412
PAK,2005,803
PAK,2006,662
PAK,2007,1017
PAK,2008,1048
PAK,2009,1956
PAK,2010,9856
PAK,2011,4572
PAK,2012,58714
PAK,2013,14085
PAK,2014,8517
PAK,2015,27885
PAK,2016,10484
PAK,2017,59231
PAK,2018,93156
PAK,2019,153921
PAK,2020,88548
PAK,2021,62766
PAK,2022,49872
PAK,2023,102287
PAK,2024,73753
PAK,2025,4231
PAN,1960,9097
PAN,1961,8260
PAN,1962,12425
PAN,1963,17578
PAN,1964,8781
PAN,1965,14073
PAN,1966,24646
PAN,1967,27110
PAN,1968,16751
PAN,1969,16578
PAN,1970,16165
PAN,1971,19899
PAN,1972,17259
PAN,1973,24195
PAN,1974,20698
PAN,1975,16884
PAN,1976,12362
PAN,1977,16807
PAN,1978,14283
PAN,1979,23015
PAN,1980,16593
PAN,1981,21927
PAN,1982,16132
PAN,1983,11931
PAN,1984,11191
PAN,1985,18348
PAN,1986,18163
PAN,1987,21919
PAN,1988,16196
PAN,1989,14650
PAN,1990,12102
PAN,1991,7541
PAN,1992,6799
PAN,1993,17464
PAN,1994,16676
PAN,1995,38139
PAN,1996,33624
PAN,1997,11733
PAN,1998,11135
PAN,1999,15906
PAN,2000,16844
PAN,2001,15501
PAN,2002,25894
PAN,2003,32131
PAN,2004,40494
PAN,2005,49152
PAN,2006,42961
PAN,2007,56665
PAN,2008,82493
PAN,2009,60549
PAN,2010,87784
PAN,2011,97582
PAN,2012,160528
PAN,2013,162029
PAN,2014,244957
PAN,2015,313407
PAN,2016,426905
PAN,2017,433465
PAN,2018,570274
PAN,2019,732628
PAN,2020,549729
PAN,2021,835236
PAN,2022,1142550
PAN,2023,1339732
PAN,2024,1496182
PAN,2025,63157
PER,1960,7222
PER,1961,7179
PER,1962,14756
PER,1963,9701
PER,1964,22868
PER,1965,7667
PER,1966,10451
PER,1967,9616
PER,1968,16058
PER,1969,7960
PER,1970,11608
PER,1971,10322
PER,1972,27542
PER,1973,25213
PER,1974,22099
PER,1975,15959
PER,1976,23299
PER,1977,33793
PER,1978,35520
PER,1979,44131
PER,1980,39694
PER,1981,37447
PER,1982,46529
PER,1983,42165
PER,1984,42600
PER,1985,50040
PER,1986,64921
PER,1987,41500
PER,1988,33608
PER,1989,32538
PER,1990,20430
PER,1991,23557
PER,1992,35245
PER,1993,22868
PER,1994,21781
PER,1995,28075
PER,1996,56841
PER,1997,60764
PER,1998,48531
PER,1999,36030
PER,2000,44963
PER,2001,66011
PER,2002,85816
PER,2003,133943
PER,2004,108015
PER,2005,108234
PER,2006,313352
PER,2007,365169
PER,2008,185088
PER,2009,168418
PER,2010,171819
PER,2011,219692
PER,2012,170196
PER,2013,243759
PER,2014,198875
PER,2015,256853
PER,2016,345487
PER,2017,414147
PER,2018,696401
PER,2019,738925
PER,2020,450242
PER,2021,623752
PER,2022,1163666
PER,2023,1308404
PER,2024,1786134
PER,2025,184133
PHL,1960,5809
PHL,1961,13313
PHL,1962,10186
PHL,1963,9227
PHL,1964,14571
PHL,1965,13024
PHL,1966,10786
PHL,1967,6863
PHL,1968,10999
PHL,1969,7660
PHL,1970,7793
PHL,1971,10391
PHL,1972,9024
PHL,1973,8868
PHL,1974,3006
PHL,1975,8344
PHL,1976,8214
PHL,1977,6761
PHL,1978,18615
PHL,1979,13675
PHL,1980,13599
PHL,1981,12520
PHL,1982,7692
PHL,1983,7435
PHL,1984,15481
PHL,1985,17562
PHL,1986,10953
PHL,1987,21948
PHL,1988,11210
PHL,1989,9475
PHL,1990,9399
PHL,1991,23883
PHL,1992,22644
PHL,1993,13450
PHL,1994,29826
PHL,1995,19455
PHL,1996,20002
PHL,1997,10642
PHL,1998,6130
PHL,1999,8198
PHL,2000,11751
PHL,2001,10004
PHL,2002,5293
PHL,2003,11557
PHL,2004,32175
PHL,2005,21195
PHL,2006,19264
PHL,2007,27276
PHL,2008,21589
PHL,2009,21851
PHL,2010,19536
PHL,2011,44453
PHL,2012,35345
PHL,2013,28926
PHL,2014,45363
PHL,2015,88884
PHL,2016,116203
PHL,2017,106672
PHL,2018,118320
PHL,2019,136283
PHL,2020,123683
PHL,2021,152738
PHL,2022,182336
PHL,2023,425654
PHL,2024,358322
PHL,2025,53905
PNG,1960,13691
PNG,1961,16704
PNG,1962,33714
PNG,1963,38682
PNG,1964,46326
PNG,1965,38601
PNG,1966,63568
PNG,1967,35463
PNG,1968,40197
PNG,1969,40984
PNG,1970,28300
PNG,1971,24079
PNG,1972,36257
PNG,1973,31290
PNG,1974,25019
PNG,1975,32799
PNG,1976,16268
PNG,1977,17481
PNG,1978,12994
PNG,1979,26183
PNG,1980,11213
PNG,1981,34056
PNG,1982,37146
PNG,1983,11694
PNG,1984,11335
PNG,1985,12530
PNG,1986,17957
PNG,1987,23613
PNG,1988,17336
PNG,1989,26382
PNG,1990,24074
PNG,1991,10938
PNG,1992,21234
PNG,1993,11618
PNG,1994,7189
PNG,1995,13066
PNG,1996,15676
PNG,1997,18555
PNG,1998,29718
PNG,1999,30636
PNG,2000,29813
PNG,2001,18506
PNG,2002,23099
PNG,2003,33880
PNG,2004,56455
PNG,2005,37072
PNG,2006,31400
PNG,2007,21598
PNG,2008,21250
PNG,2009,19554
PNG,2010,61373
PNG,2011,105321
PNG,2012,95558
PNG,2013,37934
PNG,2014,70796
PNG,2015,39389
PNG,2016,33343
PNG,2017,29947
PNG,2018,34284
PNG,2019,41019
PNG,2020,32824
PNG,2021,53049
PNG,2022,48974
PNG,2023,74846
PNG,2024,74934
PNG,2025,5421
POL,1960,82876
POL,1961,90973
POL,1962,118603
POL,1963,105813
POL,1964,112687
POL,1965,105470
POL,1966,156462
POL,1967,122048
POL,1968,121674
POL,1969,96948
POL,1970,109622
POL,1971,128611
POL,1972,131790
POL,1973,179172
POL,1974,149643
POL,1975,138521
POL,1976,162672
POL,1977,178799
POL,1978,194126
POL,1979,153915
POL,1980,146689
POL,1981,174835
POL,1982,138915
POL,1983,126692
POL,1984,125153
POL,1985,132946
POL,1986,149719
POL,1987,123064
POL,1988,119432
POL,1989,100761
POL,1990,147355
POL,1991,112179
POL,1992,208209
POL,1993,273618
POL,1994,224132
POL,1995,212542
POL,1996,227490
POL,1997,181502
POL,1998,191654
POL,1999,174372
POL,2000,255919
POL,2001,311494
POL,2002,326826
POL,2003,250283
POL,2004,256393
POL,2005,320995
POL,2006,244239
POL,2007,242416
POL,2008,289847
POL,2009,266295
POL,2010,239375
POL,2011,311598
POL,2012,240019
POL,2013,313255
POL,2014,269610
POL,2015,249525
POL,2016,232758
POL,2017,244527
POL,2018,282136
POL,2019,446945
POL,2020,414656
POL,2021,567068
POL,2022,810260
POL,2023,973736
POL,2024,1244771
POL,2025,307608
PRK,1960,139
PRK,1961,111
PRK,1962,1380
PRK,1963,61
PRK,1964,41
PRK,1965,145
PRK,1966,165
PRK,1967,158
PRK,1968,134
PRK,1969,16
PRK,1970,62
PRK,1971,113
PRK,1972,8
PRK,1973,10
PRK,1974,124
PRK,1975,17
PRK,1976,10
PRK,1977,33
PRK,1978,117
PRK,1979,885
PRK,1980,120
PRK,1981,198
PRK,1982,109
PRK,1983,143
PRK,1984,41
PRK,1985,374
PRK,1986,341
PRK,1987,121
PRK,1988,150
PRK,1989,138
PRK,1990,231
PRK,1991,66
PRK,1992,46
PRK,1993,43
PRK,1994,104
PRK,1995,80
PRK,1996,519
PRK,1997,230
PRK,1998,56
PRK,1999,47
PRK,2000,120
PRK,2001,416
PRK,2002,1814
PRK,2003,66
PRK,2004,197
PRK,2005,103
PRK,2006,42
PRK,2007,13
PRK,2008,24
PRK,2009,272
PRK,2010,26
PRK,2011,106
PRK,2012,132
PRK,2013,20
PRK,2014,25
PRK,2015,17
PRK,2016,228
PRK,2017,590
PRK,2018,1937
PRK,2019,1745
PRK,2020,765
PRK,2021,256
PRK,2022,13
PRK,2023,140
PRK,2024,172
PRK,2025,178
PRT,1960,4932
PRT,1961,5359
PRT,1962,4760
PRT,1963,11716
PRT,1964,11322
PRT,1965,35165
PRT,1966,22626
PRT,1967,24365
PRT,1968,40825
PRT,1969,29349
PRT,1970,92589
PRT,1971,390764
PRT,1972,21505
PRT,1973,37349
PRT,1974,14523
PRT,1975,43508
PRT,1976,12072
PRT,1977,12816
PRT,1978,32731
PRT,1979,33038
PRT,1980,22865
PRT,1981,23504
PRT,1982,26550
PRT,1983,28855
PRT,1984,18111
PRT,1985,132172
PRT,1986,140822
PRT,1987,151955
PRT,1988,99116
PRT,1989,105061
PRT,1990,69854
PRT,1991,152234
PRT,1992,54011
PRT,1993,82404
PRT,1994,96804
PRT,1995,788549
PRT,1996,50226
PRT,1997,49777
PRT,1998,65257
PRT,1999,108801
PRT,2000,103715
PRT,2001,158881
PRT,2002,455310
PRT,2003,111130
PRT,2004,174400
PRT,2005,892855
PRT,2006,195941
PRT,2007,178871
PRT,2008,196520
PRT,2009,211096
PRT,2010,982774
PRT,2011,747604
PRT,2012,667212
PRT,2013,631790
PRT,2014,971716
PRT,2015,1340152
PRT,2016,900680
PRT,2017,1081843
PRT,2018,1125701
PRT,2019,1270048
PRT,2020,1267477
PRT,2021,1701858
PRT,2022,2030177
PRT,2023,1920443
PRT,2024,1958533
PRT,2025,364491
PRY,1960,669
PRY,1961,697
PRY,1962,678
PRY,1963,278
PRY,1964,447
PRY,1965,1027
PRY,1966,540
PRY,1967,1779
PRY,1968,501
PRY,1969,1229
PRY,1970,431
PRY,1971,669
PRY,1972,2008
PRY,1973,2869
PRY,1974,1233
PRY,1975,1316
PRY,1976,1799
PRY,1977,2110
PRY,1978,6741
PRY,1979,8750
PRY,1980,7151
PRY,1981,3280
PRY,1982,8369
PRY,1983,7879
PRY,1984,8558
PRY,1985,4829
PRY,1986,4416
PRY,1987,10352
PRY,1988,21654
PRY,1989,29570
PRY,1990,25262
PRY,1991,19400
PRY,1992,19086
PRY,1993,14319
PRY,1994,19191
PRY,1995,21774
PRY,1996,17750
PRY,1997,20399
PRY,1998,12532
PRY,1999,15624
PRY,2000,27610
PRY,2001,18039
PRY,2002,17653
PRY,2003,17748
PRY,2004,16566
PRY,2005,10418
PRY,2006,14315
PRY,2007,8500
PRY,2008,8448
PRY,2009,11193
PRY,2010,11696
PRY,2011,14022
PRY,2012,11800
PRY,2013,11235
PRY,2014,19177
PRY,2015,34020
PRY,2016,63721
PRY,2017,90497
PRY,2018,65231
PRY,2019,59753
PRY,2020,145543
PRY,2021,162744
PRY,2022,150667
PRY,2023,144360
PRY,2024,124617
PRY,2025,5399
PSE,1960,30
PSE,1961,19
PSE,1962,15
PSE,1963,46
PSE,1964,26
PSE,1965,18
PSE,1966,3
PSE,1967,27
PSE,1968,68
PSE,1969,219
PSE,1970,143
PSE,1971,28
PSE,1972,34
PSE,1973,32
PSE,1974,30
PSE,1975,42
PSE,1976,41
PSE,1977,48
PSE,1978,181
PSE,1979,318
PSE,1980,219
PSE,1981,151
PSE,1982,302
PSE,1983,174
PSE,1984,275
PSE,1985,130
PSE,1986,457
PSE,1987,580
PSE,1988,594
PSE,1989,164
PSE,1990,308
PSE,1991,205
PSE,1992,229
PSE,1993,171
PSE,1994,448
PSE,1995,523
PSE,1996,370
PSE,1997,349
PSE,1998,180
PSE,1999,366
PSE,2000,358
PSE,2001,328
PSE,2002,731
PSE,2003,480
PSE,2004,243
PSE,2005,462
PSE,2006,541
PSE,2007,467
PSE,2008,698
PSE,2009,848
PSE,2010,1042
PSE,2011,893
PSE,2012,1100
PSE,2013,2252
PSE,2014,6903
PSE,2015,12154
PSE,2016,6386
PSE,2017,7429
PSE,2018,10825
PSE,2019,28542
PSE,2020,49040
PSE,2021,59014
PSE,2022,61302
PSE,2023,53214
PSE,2024,45177
PSE,2025,5068
QAT,1961,17
QAT,1962,8
QAT,1964,1
QAT,1965,3
QAT,1966,8
QAT,1967,3
QAT,1969,2
QAT,1970,30
QAT,1971,39
QAT,1972,46
QAT,1974,1
QAT,1975,35
QAT,1976,3
QAT,1977,358
QAT,1978,81
QAT,1979,321
QAT,1980,33
QAT,1981,2
QAT,1982,71
QAT,1983,12
QAT,1984,7
QAT,1985,52
QAT,1986,96
QAT,1987,39
QAT,1988,27
QAT,1989,4
QAT,1990,2
QAT,1991,207
QAT,1992,18
QAT,1993,9
QAT,1994,10
QAT,1995,5
QAT,1996,11
QAT,1997,2
QAT,1998,5
QAT,1999,25
QAT,2000,2
QAT,2001,21
QAT,2002,115
QAT,2003,117
QAT,2004,25
QAT,2005,114
QAT,2006,616
QAT,2007,1536
QAT,2008,2079
QAT,2009,1837
QAT,2010,1859
QAT,2011,1269
QAT,2012,1851
QAT,2013,2160
QAT,2014,1863
QAT,2015,3287
QAT,2016,5028
QAT,2017,4611
QAT,2018,32065
QAT,2019,33271
QAT,2020,5026
QAT,2021,5388
QAT,2022,9574
QAT,2023,23107
QAT,2024,28333
QAT,2025,1263
ROU,1960,7828
ROU,1961,6584
ROU,1962,5087
ROU,1963,5636
ROU,1964,5263
ROU,1965,5915
ROU,1966,5572
ROU,1967,7669
ROU,1968,6120
ROU,1969,5243
ROU,1970,4874
ROU,1971,5463
ROU,1972,3971
ROU,1973,6116
ROU,1974,7504
ROU,1975,4548
ROU,1976,6039
ROU,1977,8532
ROU,1978,5891
ROU,1979,8921
ROU,1980,7369
ROU,1981,7886
ROU,1982,6269
ROU,1983,4906
ROU,1984,4802
ROU,1985,5756
ROU,1986,9139
ROU,1987,9674
ROU,1988,4729
ROU,1989,4267
ROU,1990,6901
ROU,1991,7285
ROU,1992,13310
ROU,1993,8267
ROU,1994,9468
ROU,1995,12023
ROU,1996,6296
ROU,1997,8499
ROU,1998,9714
ROU,1999,9112
ROU,2000,9434
ROU,2001,13364
ROU,2002,9906
ROU,2003,13295
ROU,2004,12929
ROU,2005,7178
